,object_id,gid,density,,duplicated_source,dec_error,ra,dec,phot_bp_mean_mag_error,phot_rp_mean_mag,lum_val,b,phot_g_mean_mag,ra_error,pmra_error,radial_velocity_error,phot_bp_mean_mag,phot_rp_mean_flux,pmra,l,source_id,phot_g_mean_flux,teff_val,e_bp_min_rp_val,bp_rp,pmdec_error,radial_velocity,radius_val,pmdec,phot_g_mean_flux_error,parallax,phot_bp_mean_flux_error,phot_bp_mean_flux,phot_rp_mean_mag_error,phot_rp_mean_flux_error,a_g_val,phot_g_mean_mag_error,parallax_error,plx
5995,5995,1,610.81104,8234,0,0.0268,81.67158694883,-1.6309782133700002,0.0061,13.9008,0.193,-19.542996834449998,14.8583,0.0297,0.069,,15.7388,22102.66643540633,1.109,204.42496170223,3220182417719513728,21479.167071026928,3939.92,0.8645,1.838,0.055999999999999994,,0.94,-1.051,13.864466079934967,2.7614,39.29460165729596,6999.191323584029,0.0035,70.57046120950288,1.7667,0.0007,0.0402,2.7614
6670,6670,1,600.84247,9026,0,0.0726,81.11073048226999,1.21397109794,0.0123,15.3502,,-18.665288190570003,16.5553,0.0781,0.158,,18.0525,5816.89327743853,1.495,201.50014209331002,3222100756271349120,4500.279846742692,3885.48,,2.7023,0.128,,,-0.14800000000000002,5.455712957053138,2.8105,9.422396417363515,830.9501519584472,0.0032,17.040828347282797,,0.0013,0.0962,2.8105
7568,7568,1,592.2755,10250,0,0.0278,82.10394497734,3.5605169377499997,0.0131,13.2485,0.335,-16.6466517777,14.1842,0.0317,0.073,,15.0903,40307.45399995797,1.379,199.86883777266002,3236058334831649280,39962.598235282654,3872.0,,1.8418,0.053,,1.29,-0.579,114.23326981227274,2.9235,153.37812312013088,12718.98796572567,0.0077,285.9122924791617,,0.0031,0.0363,2.9235
6847,6847,1,590.3416,9223,0,0.0302,81.20741424268,1.83783145988,0.0131,13.7947,0.204,-18.27545167266,14.7757,0.0351,0.066,,15.7388,24371.058660838775,1.6869999999999998,200.97661404092,3222281969531847424,23177.25126568729,3828.0,,1.9441,0.055999999999999994,,1.03,0.09,52.90478181753178,2.8968,84.62734090491222,6998.782836593686,0.0083,185.763815771798,,0.0025,0.0406,2.8968
7537,7537,1,589.6103,10218,0,0.0556,82.45475417478,3.42905950662,0.0112,14.4722,0.098,-16.407356574970002,15.5973,0.0655,0.13699999999999998,,16.8607,13058.162297866298,1.724,200.16867762698,3236018095282158080,10875.192823108184,3829.0,,2.3885,0.109,,0.71,-0.7809999999999999,28.310527459529318,2.8652,25.600233549983717,2490.437499157388,0.0067,80.36370155423366,,0.0028,0.0748,2.8652
6736,6736,1,589.2519,9100,0,0.0347,80.88703765745,1.7368572785,0.012,13.7825,0.225,-18.60396934343,14.7662,0.0376,0.079,,15.7428,24648.172000090228,1.246,200.90348182973,3222183631960234496,23381.392859146967,3787.0,,1.9603,0.065,,1.1,0.054000000000000006,56.23852053030034,2.8109,77.38774883528097,6973.347931412723,0.0077,175.58127937968447,,0.0026,0.0472,2.8109
6843,6843,1,588.68604,9219,0,0.0432,80.93839458168,1.8220596403,0.0119,11.5809,1.3019999999999998,-18.517379047729996,12.2057,0.053,0.107,,12.6933,187252.07759328603,1.581,200.85184124503002,3222279113377080192,247208.9569450578,5023.33,0.4523,1.1125,0.075,,1.51,0.33899999999999997,759.3516649744438,2.8708,1271.7077318218414,115669.55092426961,0.0105,1812.3594786264925,0.886,0.0033,0.0547,2.8708
5042,5042,1,570.05164,7075,0,0.0262,82.39113505518,-2.0419768704099996,0.0073,13.7568,0.23199999999999998,-19.103136182710003,14.7193,0.0297,0.076,,15.6663,25238.336318172882,1.246,205.16876042085,3217099554618320896,24413.796993053165,3849.0,0.8577,1.9095,0.057999999999999996,,1.08,-0.9490000000000001,41.36685721829675,2.7668,50.328049676112144,7482.544917616239,0.0059,136.8623195649885,1.897,0.0018,0.0379,2.7668
5943,5943,1,567.82874,8175,0,0.0205,81.5404057014,-2.11790227557,0.0045,12.8854,0.44,-19.88879039374,13.7226,0.0195,0.043,,14.4697,56315.32581744567,1.205,204.81485012848998,3220082362161609344,61135.188210628294,4342.0,,1.5844,0.037000000000000005,,1.17,-1.347,73.65905722751309,2.7476,94.1269547325918,22524.58546306457,0.0035,182.7639757661108,,0.0013,0.0275,2.7476
7592,7592,1,562.2349,10278,0,0.0457,81.91766498883,3.8228819821599997,0.0092,14.3495,0.091,-16.67783427421,15.4779,0.0521,0.102,,16.7426,14620.882661974363,1.284,199.53478095415002,3236082073116285568,12139.08829020036,4005.86,,2.3931,0.084,,0.63,-0.449,23.114585140867877,2.9607,23.400798568600102,2776.5769616472858,0.008,107.65634877194891,,0.0021,0.0563,2.9607
5215,5215,1,559.667,7258,0,0.0495,84.80215596161,-1.83453709957,0.0072,14.2375,0.17600000000000002,-16.877370815429998,15.3381,0.0501,0.092,,16.5421,16209.598116808003,1.739,206.16372141448997,3217307675849569408,13806.740956351192,3518.0,,2.3046,0.081,,1.13,-1.3090000000000002,16.182562106816047,2.6925,22.104261837424716,3339.6983611158225,0.0032,47.46241952857235,,0.0013,0.0614,2.6925
6698,6698,1,552.07043,9060,0,0.0338,81.08700132278001,1.40144257008,0.0098,13.8446,0.209,-18.594304134589997,14.8462,0.0391,0.083,,15.8603,23277.886060755067,1.58,201.31533104656003,3222158996027851904,21720.44735406084,3713.0,,2.0157,0.065,,1.1,-0.195,40.899485333421886,2.8827,56.39095038004241,6258.266036259751,0.0061,131.17851129234654,,0.002,0.0444,2.8827
5297,5297,1,546.93384,7350,0,0.0268,84.21799467746,-1.3568638283,0.0113,12.7443,0.45399999999999996,-17.16943265475,13.5958,0.026,0.05,,14.3553,64130.05142282644,1.817,205.43625335082,3217396701931361792,68708.88289116467,4400.0,,1.611,0.046,,1.16,-0.998,192.5096401938173,2.8299,261.3996463621279,25028.55755799813,0.0076,447.77100280387816,,0.003,0.0264,2.8299
6020,6020,1,540.7282,8259,0,0.0255,82.34693240611999,-1.4209630947799998,0.0649,13.4673,0.29100000000000004,-18.84896038565,14.4015,0.029,0.049,,15.2355,32950.40096957904,1.165,204.56776290716,3220241585188156032,32714.963180607443,3942.0,,1.7682,0.048,,1.16,-0.968,447.1740136639215,2.7742,665.130299093106,11126.44037055451,0.039,1183.6506741484998,,0.0148,0.0332,2.7742
7523,7523,1,540.15326,10203,0,0.0608,82.47585294813001,3.3747251684599995,0.0191,14.9225,0.06,-16.41586550923,16.0877,0.0752,0.153,,17.507,8625.509371102055,1.7380000000000002,200.22877521526001,3235993498005483904,6922.411973685363,3880.14,,2.5845,0.115,,0.54,-0.794,9.458298395904091,2.8623,24.170653000988203,1373.329517743293,0.0036,28.61992523316673,,0.0015,0.0759,2.8623
5208,5208,1,538.82526,7251,0,0.0325,84.81224512922,-1.8971941204099998,0.0305,13.5837,0.249,-16.89770790521,14.6548,0.034,0.065,,15.527,29600.130545126427,1.9580000000000002,206.22654711877,3217298433079955328,25908.231257040126,3917.7,,1.9433,0.059000000000000004,,1.08,-1.321,70.52339947262915,2.6908,239.24210671819978,8506.730372400367,0.0103,280.0866251945211,,0.003,0.0374,2.6908
6849,6849,1,512.8931,9225,0,0.0499,81.19921859995999,1.9157149535,0.0251,14.5333,0.09,-18.24432766678,15.6617,0.0557,0.11,,16.9152,12343.52780353079,1.507,200.90094093796,3222283687518753024,10248.983321419291,3951.79,,2.3819,0.1,,0.64,0.067,36.58464556716753,2.7895,54.65963825580939,2368.4567145760425,0.0122,138.64500328043914,,0.0039,0.0681,2.7895
5170,5170,1,511.487,7207,0,0.0702,82.49706637736,-1.6438313647999998,0.023,14.4626,0.10099999999999999,-18.82209580842,15.584,0.0757,0.135,,16.8438,13174.373402523122,1.133,204.85023306807997,3217220711351167104,11008.813938649197,3907.45,,2.3812,0.127,,0.69,-0.93,48.47116798629117,2.7665,53.6502031831963,2529.602563803721,0.0122,148.06583971101895,,0.0048,0.087,2.7665
5311,5311,1,504.16013,7368,0,0.0521,84.80914566958,-1.4812342973100001,0.0061,14.1787,0.179,-16.70593567979,15.2913,0.0518,0.109,,16.5379,17111.513407875165,1.834,205.84095801733002,3217423365088003328,14415.28282247052,3461.0,,2.3592,0.09699999999999999,,1.18,-1.389,14.110550818246008,2.7877,18.73235462886247,3352.834466654681,0.0029,45.726851222142756,,0.0011,0.065,2.7877
7561,7561,1,502.72125,10242,0,0.0726,82.59203465962,3.75709838175,0.0166,15.2638,,-16.12611603655,16.4718,0.0748,0.139,,18.0356,6298.65849897944,1.463,199.94215788937998,3236045518649161216,4859.97219136104,3866.0,,2.7718,0.13,,,-0.5489999999999999,5.310274976515396,2.8217,12.933338778312276,843.9260933751802,0.0032,18.505256822795037,,0.0012,0.0964,2.8217
6819,6819,1,499.77307,9192,0,0.064,81.4156571793,1.7154625680000002,0.0479,14.3606,0.11900000000000001,-18.154083794389997,15.5542,0.0679,0.136,,16.8974,14471.646414654297,1.294,201.19635295331003,3222264824022390656,11315.139053377994,3624.62,,2.5368,0.115,,0.88,0.24100000000000002,63.04729491706135,2.8416,106.16162240012623,2407.549952508193,0.019,252.75056434153493,,0.006,0.0814,2.8416
5945,5945,1,497.17487,8178,0,0.0182,81.87029046689,-2.09225430023,0.0067,12.8935,0.414,-19.58599223362,13.7062,0.0194,0.043,,14.4131,55893.58720223837,1.409,204.95598878555,3220085385818557184,62066.351201773075,4423.0,,1.5196,0.035,,1.1,-1.1740000000000002,86.91394759529945,2.8017,146.32037542609268,23731.018571398417,0.0034,175.72766967174874,,0.0015,0.0246,2.8017
6855,6855,1,497.0145,9231,0,0.0498,81.2273558779,1.9689628676700002,0.0014,9.897,8.781,-18.19366672504,10.0864,0.0513,0.099,,10.2049,882989.5562507681,1.629,200.86667135604,3222288287427252864,1740965.9519402229,7874.0,0.2027,0.3079,0.079,,1.59,0.29,1111.790068718188,2.8339,1515.8298939120207,1144439.7248119763,0.0012,994.9049639657547,0.4197,0.0007,0.0682,2.8339
7528,7528,1,492.8706,10209,1,0.0413,82.24878433801999,3.36350471258,0.0012,9.9855,7.5089999999999995,-16.61850749344,10.2349,0.0487,0.085,0.56,10.4041,813916.9676314234,1.63,200.12217953211,3236004733638734592,1518332.8033195431,7210.0,0.396,0.4186,0.076,19.7,1.76,-0.9229999999999999,1068.6137186416886,2.8086,1036.1001649174843,952621.7152600012,0.0022,1661.877975204477,0.7893,0.0008,0.0562,2.8086
6720,6720,1,490.1029,9083,0,0.0753,80.70106978801999,1.55809647025,0.0201,14.9292,0.066,-18.85371324685,16.1266,0.0787,0.158,,17.6189,8572.018713228921,1.127,200.97141277255002,3222174629708842624,6678.947697825965,3718.42,,2.6897,0.131,,0.62,-0.071,15.373237885428427,2.841,22.951715490244442,1238.756286269016,0.0071,55.73837795610086,,0.0025,0.0865,2.841
5448,5448,1,484.1961,7514,0,0.0438,84.14644841229999,-1.0380262635600002,0.0515,13.9405,0.18,-17.08242971555,15.023,0.0436,0.08199999999999999,,16.0404,21309.070293831955,1.84,205.10667213027,3217605093744826880,18457.147973339994,3668.0,1.1335,2.0999,0.07200000000000001,,1.05,-1.107,225.60028656504207,2.913,251.3870326932004,5301.612073206592,0.0409,801.8549856032712,2.349,0.0133,0.0541,2.913
6694,6694,1,481.88843,9056,0,0.0494,80.74856104935,1.33583016004,0.0329,13.8975,0.192,-18.92141929622,14.9035,0.0579,0.10099999999999999,,15.9134,22170.998751554303,1.296,201.2007210088,3222155250816426368,20604.011231114768,3736.0,,2.0159,0.08199999999999999,,1.05,0.193,92.5882668563442,2.9074,180.3584239699065,5959.461423919125,0.0152,310.60629744183206,,0.0049,0.0481,2.9074
7629,7629,1,478.1083,10317,0,0.0555,81.94900716015,3.91211490869,0.0112,14.29,0.14,-16.606335105,15.3933,0.0552,0.10400000000000001,,16.6274,15443.716352687627,1.4880000000000002,199.47020311814998,3236293905198829056,13123.353529822896,3521.25,,2.3373,0.083,,1.01,-0.483,20.65702964163687,2.9329,31.981999603321878,3087.540794651714,0.0062,88.5552396918894,,0.0017,0.0722,2.9329
5430,5430,1,474.43472,7495,0,0.0396,84.13761606603,-1.3926315894699999,0.0049,11.9742,0.863,-17.2571701055,12.7365,0.0411,0.073,8.25,13.3886,130347.7617065389,1.75,205.42975970152,3217577979614873216,151621.58027261245,4736.25,,1.4145,0.065,22.27,1.38,-0.993,190.63671894668957,2.8636,272.7790205127304,60968.11387853183,0.0039,471.82889233283515,,0.0014,0.0425,2.8636
5291,5291,1,473.46768,7344,0,0.0359,84.11750816776,-1.44234587525,0.0044,12.2671,0.738,-17.29827822405,13.1253,0.0264,0.045,,13.9007,99527.00810772853,1.9040000000000001,205.46582110756,3217388593033118592,105977.92031557682,4396.33,1.14,1.6337,0.051,,1.48,-1.137,123.58166174150577,2.7579,155.00724816507602,38042.46948713982,0.0023,208.36950372934544,2.2845,0.0013,0.0389,2.7579
6650,6650,1,470.0312,9004,0,0.0658,80.75961095908,0.9650681729799999,0.0128,15.1895,0.049,-19.09319579093,16.3853,0.0663,0.127,,17.8797,6744.982427206992,1.248,201.54843377793998,3222068973513439488,5263.135802720562,3773.03,,2.6902,0.109,,0.52,-0.159,7.012527373557982,2.8564,11.444807257490444,974.2541548266847,0.0034,20.902629126115674,,0.0014,0.0846,2.8564
7415,7415,1,469.11115,10021,0,0.0289,81.29638441918,2.22611093753,0.0242,13.5112,0.271,-18.0070908258,14.4657,0.0307,0.059000000000000004,,15.341,31643.20112024063,1.432,200.66685376965,3234326122981850112,30836.087902864023,3927.67,,1.8298,0.05,,1.12,-0.002,156.59538261223187,2.8026,225.3000347216795,10095.929725621923,0.0172,501.39818541411086,,0.0055,0.035,2.8026
7108,7108,1,466.2455,9563,0,0.0322,82.64666182797,2.3451424232900004,0.0082,11.441,1.531,-16.77309243885,12.049,0.0347,0.068,3.91,12.5071,212994.49359746109,1.712,201.25197159778,3223776515071534848,285595.2921523185,5170.5,0.5013,1.0661,0.057,21.08,1.54,-0.24100000000000002,606.9338464048598,2.8061,1032.5712053590635,137315.38716661624,0.0058,1141.225965740757,0.9797,0.0023,0.0418,2.8061
6829,6829,1,461.4611,9204,0,0.0394,81.33859841685,1.7820669334900001,0.019,14.1344,0.177,-18.1885722894,15.1796,0.0413,0.081,,16.2425,17823.808143568353,1.3359999999999999,201.09551584503998,3222269015910472320,15977.978832250219,3638.0,,2.1081,0.067,,1.06,-0.14,73.30166610387455,2.7577,77.07800703731512,4400.857760689176,0.0135,221.45986018510268,,0.005,0.0476,2.7577
7589,7589,1,457.7425,10275,0,0.0572,81.97827807773001,3.79298804144,0.0264,14.663,0.092,-16.64020618154,15.8465,0.0654,0.127,,17.2771,10953.753740378525,1.391,199.59322987031,3236081111043572608,8644.338248151955,3486.84,0.3327,2.6141,0.105,,0.83,-0.483,29.37509450351152,2.9774,41.324397069376786,1697.1273030189457,0.011,111.11806356839912,0.577,0.0037,0.0777,2.9774
7103,7103,1,455.10312,9558,0,0.0647,82.67885955259,2.16253895821,0.024,14.7605,0.07,-16.83423673306,15.8739,0.0697,0.127,,17.1425,10012.69699492269,1.7080000000000002,201.43482345585,3223768852850045312,8429.119989467354,4008.93,,2.382,0.10300000000000001,,0.55,-0.078,21.981675583221183,2.8054,42.48497508800995,1921.0891181866336,0.0079,73.11843952317356,,0.0028,0.0823,2.8054
6795,6795,1,454.43948,9167,0,0.0539,81.28149227428,1.5734309112399998,0.022,13.9618,0.20800000000000002,-18.34057168952,15.1239,0.0608,0.156,,16.4913,20895.496113239282,1.7309999999999999,201.25757493036,3222255959210123904,16818.905511947767,3402.75,,2.5295,0.128,,1.31,0.129,39.100110633248455,2.8614,70.81803116202295,3499.682241700904,0.0088,168.55820146281468,,0.0025,0.0751,2.8614
7406,7406,1,448.21283,10010,0,0.0228,80.87877771866,1.8551689854,0.0626,13.4082,0.297,-18.552968637710002,14.3403,0.0258,0.06,,15.1745,34792.65848548022,1.546,200.79052170694,3234289048824132480,34613.53334315509,3947.0,,1.7663,0.055999999999999994,,1.16,-0.175,411.1759334291447,2.8211,678.6619438740203,11769.636689015102,0.0366,1172.3384039996233,,0.0129,0.0326,2.8211
7115,7115,1,448.00687,9570,0,0.061,82.81771243739,2.46312916715,0.0099,14.8562,0.07,-16.5663240835,15.9948,0.0641,0.124,,17.3621,9168.302625580129,1.74,201.23176964689,3223784349091840000,7540.902505003899,3857.14,,2.506,0.107,,0.59,-0.062,8.458866695416228,2.7995,14.329063695268548,1569.2705387272956,0.0019,15.837836864300964,,0.0012,0.0816,2.7995
5944,5944,1,440.26376,8177,0,0.0179,81.80926869584,-2.13862772941,0.0064,13.0297,0.377,-19.661630365839997,13.8794,0.0192,0.043,,14.6441,49305.243872489744,1.158,204.96890232079,3220085007861443328,52915.35996650212,4331.0,,1.6144,0.04,,1.09,-1.297,82.34993482048782,2.7669,113.05053618547292,19183.25593551369,0.0055,251.25420683082103,,0.0017,0.0245,2.7669
5527,5527,1,437.48416,7598,0,0.0354,84.34745467614,-1.0623059469299998,0.0215,13.8452,0.18899999999999997,-16.91661957082,14.9349,0.0369,0.075,,16.0819,23263.17433743311,1.692,205.2281092669,3217686178430116096,20016.076731810685,3818.75,,2.2366,0.065,,0.99,-1.002,81.9778223978601,2.8084,101.00825874061506,5102.811092499508,0.0133,285.5681010971637,,0.0044,0.0428,2.8084
7588,7588,1,434.9489,10274,0,0.0653,81.89702298236999,3.78395235071,0.0115,15.1307,,-16.715056190029998,16.3508,0.077,0.149,,17.8952,7120.293232486013,1.4269999999999998,199.55935998406997,3236080806100414464,5433.033650475592,4070.9,0.3803,2.7645,0.121,,,-0.649,5.275731267231657,2.8722,10.14161508307366,960.4581035131192,0.0028,18.454376004895963,0.742,0.0011,0.0868,2.8722
5526,5526,1,416.52234,7597,0,0.0323,84.26138953973,-1.0854189964399998,0.0034,11.9904,0.9179999999999999,-17.00341147635,12.7151,0.0334,0.067,6.81,13.3172,128408.08336196758,1.787,205.20704406097,3217685869192457088,154635.28109479215,4937.0,,1.3268,0.061,28.31,1.31,-1.088,143.48386252522198,2.7298,204.0007648170406,65111.86507555402,0.0031,368.4569730119564,,0.001,0.0352,2.7298
6834,6834,1,414.10022,9210,0,0.05,81.05688879778,1.7687235467200002,0.0135,14.4275,0.125,-18.44044850941,15.5152,0.0564,0.11199999999999999,,16.7033,13607.226717985792,1.464,200.96218989173,3222274650907612160,11729.15649952448,3564.0,1.32,2.2758,0.08199999999999999,,0.93,-0.40700000000000003,18.886418349213702,2.8932,35.75251774369066,2879.070629848145,0.0045,56.854149200432424,2.599,0.0017,0.071,2.8932
5454,5454,1,413.74402,7520,0,0.0331,83.9574627493,-0.9617225524899999,0.0221,13.4671,0.295,-17.21301900875,14.469,0.0339,0.064,,15.4625,32954.863705406606,1.631,204.94295473664,3217610110266650496,30743.388116931757,3703.0,,1.9954,0.062,,1.32,-0.966,118.62842707142342,2.8948,183.72164638647925,9026.908005518222,0.0107,324.2940317658918,,0.0042,0.039,2.8948
6857,6857,1,410.5904,9233,0,0.0258,81.18745472244001,1.99625396649,0.0059,12.4307,0.624,-18.214972363810002,13.2135,0.0261,0.047,,13.8773,85602.47765724777,1.4,200.82101487127,3222289288156323328,97707.83424541033,4444.0,,1.4466,0.042,,1.33,0.46,134.76907282215947,2.8494,212.94727108820047,38871.98319426078,0.004,314.8599553162124,,0.0015,0.0348,2.8494
5019,5019,1,409.9221,7050,0,0.0292,82.0443741525,-2.29313183743,0.0054,14.1986,0.162,-19.52705121621,15.2617,0.0308,0.071,,16.3776,16800.118026193046,1.298,205.23096252361,3217064889938122240,14813.961428107483,3620.0,,2.1789,0.059000000000000004,,1.02,-0.991,18.55129644851905,2.7961,19.343270081112443,3886.232838668466,0.0036,56.08948137378511,,0.0014,0.0417,2.7961
6878,6878,1,408.53745,9256,0,0.0245,81.61646852525,2.15792541949,0.0166,13.5115,0.273,-17.76213873396,14.4341,0.0265,0.046,,15.3086,31635.07278136613,1.476,200.89453984736,3222317497501220736,31747.270839917743,3929.84,,1.7971,0.04,,1.13,0.065,127.92004744407517,2.8326,159.09518676607212,10402.219244601842,0.0115,334.03877744738094,,0.0044,0.0321,2.8326
6846,6846,1,408.11707,9222,0,0.0604,81.00956827213,1.88925273877,0.0261,14.344,0.142,-18.42239391347,15.4432,0.0525,0.10300000000000001,,16.6308,14695.2707627256,1.6380000000000001,200.82704554785,3222281282337103872,12533.530146318872,3511.0,,2.2869,0.094,,1.02,-0.20600000000000002,65.36154114970242,2.8563,74.08272797331988,3077.6271585035192,0.0123,165.9994588083346,,0.0057,0.0851,2.8563
5544,5544,1,407.47885,7617,0,0.0224,84.37508684799,-0.8144036315000001,0.0232,12.8596,0.358,-16.77536141169,13.8672,0.0221,0.042,,14.6935,57668.83585394514,1.8559999999999999,205.01330682906,3217709238111628928,53516.21879080862,4269.87,,1.8339,0.039,,1.09,-0.971,300.68488353707266,2.8998,391.6025035731192,18330.406034656684,0.029,1542.4672915697906,,0.0061,0.0283,2.8998
6012,6012,1,405.7913,8251,0,0.0507,82.41381092361,-1.5338853353400002,0.0144,14.5226,0.14,-18.843493546260003,15.6634,0.0578,0.105,,16.979,12465.609875616477,1.2009999999999998,204.70630597694,3220225264312436736,10232.708873600877,3368.67,,2.4563,0.10400000000000001,,1.1,-1.195,30.793150481927427,2.7565,29.6296703175636,2233.4191877084586,0.0083,95.07828097660071,,0.0033,0.0659,2.7565
6809,6809,1,404.65338,9182,0,0.0502,81.26514920333,1.73666736009,0.0266,14.6952,0.07200000000000001,-18.27481698385,15.8507,0.0568,0.11199999999999999,,17.1654,10633.320971273211,1.643,201.09926428108002,3222262762438110976,8611.048974784859,3871.8,,2.4702,0.092,,0.6,0.196,42.27735413909182,2.9343,46.14751569021551,1880.9625902142832,0.0139,136.25220569143738,,0.0053,0.0611,2.9343
6041,6041,1,398.30573,8283,0,0.0197,81.90743040282,-1.45961206102,0.0105,13.362,0.32299999999999995,-19.25417426436,14.2848,0.0213,0.046,,15.1572,36305.7437353945,1.222,204.3834986932,3220285153336248064,36428.72403372585,3965.57,,1.7953,0.04,,1.2,-0.85,76.34565847622308,2.7572,115.570846852037,11958.014706274218,0.0056,188.30786530039882,,0.0023,0.0281,2.7572
4777,4777,1,394.74823,6767,0,0.033,84.73676075375,-2.08181315842,0.0047,11.2329,2.055,-17.050550775770002,11.9528,0.0325,0.063,4.54,12.5567,258000.7491187284,1.746,206.36050080571,3216543549627179776,312065.0785594121,4812.85,,1.3239,0.06,22.24,2.06,-1.3119999999999998,295.0726621301394,2.6327,564.7562436253289,131178.66165779086,0.0036,856.883959561529,,0.001,0.0359,2.6327
6686,6686,1,392.213,9047,0,0.0378,80.75365123421,1.2211156039700002,0.0087,14.3297,0.12300000000000001,-18.973180005870002,15.3912,0.042,0.078,,16.5292,14889.48925070589,1.035,201.30909237066,3222127350708887040,13147.761351392674,3719.97,,2.1995,0.068,,0.84,0.184,13.937556441544096,2.9148,27.086019113876556,3379.7137993871142,0.0058,79.67754495902847,,0.0012,0.0438,2.9148
7170,7170,1,390.52304,9630,0,0.0413,82.42437228960999,2.8363604711400003,0.0255,14.0119,0.175,-16.725791363139997,15.1468,0.0436,0.085,,16.4209,19953.141871845142,1.607,200.69117917185002,3223867774536438528,16467.235790551556,3518.75,,2.409,0.073,,1.13,-0.665,83.9276612247742,2.9454,87.81729024208514,3734.133767582049,0.0159,292.1137369746625,,0.0055,0.0517,2.9454
5040,5040,1,388.3716,7073,0,0.0328,82.34002491582,-2.03186074827,0.0218,13.8328,0.22899999999999998,-19.14344428448,14.9126,0.036,0.086,,16.0567,23531.9972161534,1.22,205.13387246495,3217098390682969728,20431.08153938465,3540.75,,2.224,0.069,,1.27,-1.235,93.93938666057484,2.8423,105.0311985156601,5222.313402199164,0.0135,293.04299608005493,,0.005,0.0461,2.8423
4089,4089,1,387.09555,5955,0,0.023,81.49583099291999,-2.36208645714,0.0078,13.9156,0.188,-20.04315868181,14.9229,0.0239,0.057,,15.9482,21803.87132003621,1.077,205.02165121116002,3214069992062393216,20239.62273599164,3924.0,,2.0326,0.05,,0.94,-1.125,27.371060623507052,2.7302,41.3910974325679,5771.434742297559,0.0037,73.99565569557913,,0.0015,0.0312,2.7302
6753,6753,1,383.69086,9121,0,0.0279,81.39858466378,1.47308909576,0.0043,13.8054,0.18100000000000002,-18.2875843376,14.763,0.0311,0.068,,15.7197,24132.501614320085,1.558,201.41008140733,3222204484025585536,23449.847097556896,4157.0,,1.9143,0.054000000000000006,,0.82,-0.012,13.865713434623736,2.7837,28.26046704504556,7123.411107955104,0.0024,52.43916517022861,,0.0006,0.0401,2.7837
6713,6713,1,383.53445,9075,0,0.0473,81.08643956845,1.59071819724,0.001,9.7221,,-18.502068707550002,9.7979,0.0574,0.11,,9.8563,1037390.6099545022,1.266,201.1409930899,3222166005414446592,2270790.3645260218,8800.0,0.106,0.1342,0.087,,,0.081,1173.8905623197886,2.7338,1477.3324553186665,1577755.4538072818,0.0017,1630.0234492802108,0.2017,0.0006,0.0679,2.7338
5579,5579,1,377.81284,7658,0,0.0402,84.2867492125,-0.59849914248,0.0123,13.5192,0.289,-16.75118386555,14.5216,0.0411,0.08199999999999999,,15.5402,31411.650405032306,1.722,204.77099110467,3217763079821623296,29287.83892085666,3701.0,,2.021,0.095,,1.31,-1.0190000000000001,56.540636977151706,2.8567,95.56394009512265,8403.674185887672,0.0057,165.85509774925376,,0.0021,0.0537,2.8567
7212,7212,1,376.05896,9675,0,0.0609,82.53170515625,2.79148901065,0.0105,14.833,0.064,-16.65446882515,16.0494,0.0638,0.121,,17.4503,9366.073940867504,1.6119999999999999,200.78697045241,3223948519921838208,7170.858362991688,3805.43,,2.6173,0.102,,0.58,-0.643,7.597997099369532,2.8971,13.93321768857068,1446.8445255305426,0.0033,28.8945781918048,,0.0012,0.0819,2.8971
5957,5957,1,370.05963,8192,0,0.0238,81.51538284271999,-1.8682101242500002,0.0106,13.8286,0.233,-19.792851914329997,14.8195,0.0241,0.057999999999999996,,15.8122,23622.606719664247,1.109,204.56833906748003,3220107925806785152,22260.76714033187,3704.0,,1.9836,0.049,,1.17,-0.998,49.865775168375045,2.7743,63.743051430246354,6541.441689019058,0.0068,147.81275441025733,,0.0024,0.0356,2.7743
5344,5344,1,369.7154,7403,0,0.0273,84.64903352630999,-1.26265399751,0.0061,13.416,0.295,-16.74477143274,14.4098,0.0271,0.057999999999999996,,15.4013,34542.99264552534,1.796,205.56099035321998,3217478134510950784,32466.823891030675,3847.0,,1.9853,0.07,,1.22,-1.285,40.24576641292187,2.8361,53.37800477641407,9550.431944755232,0.0037,116.72717417207194,,0.0013,0.0363,2.8361
4582,4582,1,368.67365,6548,0,0.0384,84.47099048109,-2.55956107556,0.0081,10.8238,3.0010000000000003,-17.50790671931,11.4214,0.0411,0.08,5.71,11.8803,376055.86363146506,1.767,206.67395823618,3216126933504153728,509092.5408378546,5028.94,,1.0565,0.071,18.73,2.28,-1.321,1307.5786399950873,2.7116,1824.5158079348362,244582.8432521373,0.0067,2330.852887720432,,0.0028,0.0379,2.7116
7654,7654,1,365.75214,10356,0,0.046,82.41378982620999,4.19087105674,0.0131,14.5239,0.09,-16.06548467161,15.6283,0.0478,0.09,,16.8788,12450.796721527458,1.484,199.45832454374002,3236492435766039168,10569.145306817123,3965.09,,2.3548,0.08,,0.64,-0.7120000000000001,9.391452846838504,2.8125,29.662862735565554,2449.369795296802,0.0026,29.32340132434014,,0.001,0.0602,2.8125
